Tenure;WarehouseToHome;NumberOfDeviceRegistered;PreferedOrderCat;SatisfactionScore;MaritalStatus;NumberOfAddress;Complain;DaySinceLastOrder;CashbackAmount;Churn
8.0;6.0;4;Others;3;Married;6;1;1.0;318.31.00;0
0.0;11.0;4;Mobile;4;Single;5;1;2.0;123.13.00;1
2.0;15.0;3;Mobile;3;Married;10;0;2.0;129.74;0
8.0;9.0;5;Phone;5;Single;3;0;4.0;168.81;0
1.0;12.0;4;Mobile;2;Single;3;0;1.0;135.51.00;0
8.0;11.0;4;Fashion;2;Single;8;0;3.0;230.12.00;0
17.0;7.0;3;Mobile;1;Married;5;1;2.0;131.95;0
10.0;19.0;3;Laptop & Accessory;1;Married;2;0;7.0;142.85;0
12.0;6.0;2;Fashion;2;Married;1;0;7.0;196.13.00;0
16.0;7.0;4;Phone;5;Married;5;0;3.0;150.76;0
6.0;15.0;5;Laptop & Accessory;4;Married;3;1;10.0;177.28.00;0
3.0;11.0;2;Fashion;5;Married;3;0;3.0;224.08.00;0
9.0;15.0;4;Phone;2;Divorced;3;0;3.0;150.72;0
17.0;17.0;4;Phone;1;Single;2;0;8.0;149.55.00;0
12.0;17.0;3;Fashion;1;Married;2;0;7.0;176.54.00;1
16.0;11.0;3;Fashion;5;Married;9;0;1.0;208.02.00;0
8.0;8.0;4;Mobile;2;Single;8;0;2.0;132.12.00;0
12.0;12.0;1;Fashion;3;Married;3;0;6.0;182.37.00;0
7.0;9.0;3;Phone;2;Divorced;1;0;2.0;137.37.00;0
12.0;12.0;4;Fashion;5;Married;5;0;7.0;199.91;0
1.0;11.0;4;Phone;4;Married;3;1;1.0;149.08.00;1
18.0;10.0;3;Laptop & Accessory;4;Married;2;0;8.0;144.47.00;0
7.0;9.0;3;Laptop & Accessory;1;Single;1;0;4.0;177.56.00;0
14.0;11.0;4;Laptop & Accessory;2;Married;3;0;8.0;158.19.00;0
12.0;7.0;4;Fashion;5;Married;3;0;12.0;260.82;0
8.0;9.0;6;Laptop & Accessory;4;Married;7;0;3.0;179.82;0
8.0;7.0;4;Others;5;Single;2;1;14.0;315.45.00;0
6.0;14.0;1;Mobile;5;Married;7;0;6.0;131.43.00;0
10.0;7.0;4;Laptop & Accessory;2;Single;6;0;1.0;191.53.00;0
1.0;11.0;5;Laptop & Accessory;3;Single;3;0;9.0;170.08.00;1
1.0;19.0;4;Phone;1;Single;3;0;5.0;151.47.00;0
23.0;23.0;4;Fashion;5;Married;6;0;11.0;232.69;0
4.0;11.0;4;Laptop & Accessory;1;Married;2;0;7.0;154.68;0
13.0;8.0;3;Others;3;Married;1;0;12.0;280.41.00;0
8.0;9.0;5;Fashion;4;Divorced;4;0;13.0;200.25.00;0
8.0;13.0;4;Phone;3;Divorced;10;0;3.0;147.67;0
8.0;11.0;3;Grocery;1;Single;7;0;8.0;242.75;0
5.0;14.0;4;Fashion;2;Single;3;1;11.0;196.43.00;0
0.0;8.0;1;Laptop & Accessory;3;Single;1;0;7.0;165.00.00;0
8.0;13.0;2;Mobile;2;Married;5;0;2.0;12.088.999.999.999.900;0
8.0;11.0;3;Mobile;1;Married;2;0;2.0;121.57.00;0
4.0;16.0;4;Laptop & Accessory;5;Married;3;0;11.0;155.72;0
7.0;14.0;1;Laptop & Accessory;3;Married;2;0;8.0;167.99;0
0.0;10.0;5;Fashion;1;Married;2;0;8.0;204.00.00;1
21.0;11.0;4;Laptop & Accessory;1;Single;3;1;8.0;166.63;0
8.0;11.0;3;Grocery;1;Married;5;1;0.0;278.75;0
16.0;11.0;3;Mobile;1;Single;1;0;7.0;12.455.000.000.000.000;0
1.0;11.0;5;Phone;4;Divorced;7;0;2.0;150.46.00;1
13.0;11.0;3;Laptop & Accessory;1;Married;9;1;7.0;127.41.00;0
20.0;20.0;3;Laptop & Accessory;3;Married;4;1;2.0;145.91;0
5.0;15.0;4;Grocery;4;Single;5;0;1.0;289.22.00;0
22.0;11.0;3;Laptop & Accessory;2;Married;2;1;7.0;168.04.00;0
8.0;16.0;4;Phone;3;Divorced;4;0;4.0;154.42.00;0
14.0;12.0;3;Fashion;1;Single;4;1;0.0;23.591.000.000.000.000;0
10.0;17.0;4;Fashion;1;Single;3;0;3.0;224.08.00;0
1.0;11.0;3;Laptop & Accessory;1;Single;2;0;2.0;149.08.00;0
7.0;15.0;4;Laptop & Accessory;5;Married;4;0;3.0;188.92;0
11.0;9.0;4;Laptop & Accessory;3;Divorced;6;1;3.0;221.02.00;0
11.0;12.0;4;Laptop & Accessory;1;Married;9;0;5.0;188.47.00;0
15.0;12.0;2;Phone;3;Married;4;1;4.0;146.27.00;0
8.0;8.0;4;Mobile;3;Single;2;0;0.0;12.274.000.000.000.000;0
8.0;11.0;3;Laptop & Accessory;5;Married;1;0;4.0;00.00;0
8.0;17.0;3;Mobile;4;Married;2;0;2.0;122.44.00;0
10.0;9.0;5;Fashion;3;Divorced;3;0;1.0;200.96;0
0.0;14.0;3;Laptop & Accessory;3;Married;1;1;4.0;149.07.00;0
12.0;9.0;5;Phone;4;Single;3;0;4.0;149.04.00;0
6.0;19.0;3;Mobile;1;Single;4;0;2.0;134.52.00;0
8.0;11.0;2;Fashion;1;Married;5;1;3.0;219.39.00;0
10.0;11.0;1;Laptop & Accessory;3;Single;5;1;3.0;163.97;1
0.0;12.0;4;Mobile;2;Single;2;1;0.0;129.26.00;1
8.0;8.0;4;Grocery;2;Single;4;1;3.0;237.26.00;0
20.0;21.0;4;Phone;4;Divorced;11;1;4.0;174.63;1
17.0;11.0;3;Mobile;1;Single;7;1;2.0;12.436.000.000.000.000;0
1.0;11.0;2;Phone;5;Married;4;0;3.0;153.19.00;0
8.0;15.0;3;Mobile;3;Married;3;0;3.0;129.42.00;0
1.0;9.0;2;Laptop & Accessory;3;Married;3;0;8.0;177.06.00;0
11.0;9.0;5;Laptop & Accessory;1;Married;7;0;1.0;176.63;0
22.0;11.0;4;Grocery;1;Married;5;0;8.0;296.74;0
8.0;17.0;4;Grocery;4;Single;4;0;3.0;23.142.000.000.000.000;0
0.0;11.0;3;Mobile;5;Single;2;1;2.0;12.380.000.000.000.000;0
9.0;11.0;2;Laptop & Accessory;3;Married;3;0;9.0;159.07.00;0
19.0;11.0;6;Fashion;5;Married;4;1;8.0;233.51.00;0
23.0;11.0;4;Grocery;3;Divorced;1;0;7.0;270.46.00;0
1.0;7.0;4;Phone;4;Married;3;0;5.0;163.16.00;0
22.0;7.0;3;Grocery;3;Single;5;0;0.0;25.379.000.000.000.000;0
4.0;9.0;3;Mobile;5;Married;2;1;3.0;130.65;0
4.0;11.0;5;Fashion;4;Single;4;1;3.0;215.94;1
13.0;8.0;3;Laptop & Accessory;4;Married;8;0;3.0;157.15.00;0
1.0;16.0;5;Phone;5;Divorced;5;0;3.0;169.00.00;1
6.0;11.0;3;Mobile;2;Single;1;0;2.0;125.00.00;0
5.0;11.0;5;Laptop & Accessory;1;Married;3;0;8.0;179.68;0
15.0;16.0;3;Grocery;5;Divorced;1;0;9.0;267.99;0
6.0;17.0;4;Phone;3;Married;8;0;4.0;159.33.00;0
15.0;8.0;3;Grocery;3;Married;1;1;10.0;278.61;0
15.0;11.0;6;Laptop & Accessory;4;Married;8;0;3.0;189.03.00;0
3.0;9.0;5;Laptop & Accessory;4;Divorced;4;0;1.0;191.44.00;0
11.0;9.0;3;Mobile;3;Married;4;0;2.0;128.21.00;0
5.0;18.0;4;Laptop & Accessory;5;Married;3;1;2.0;193.33.00;0
3.0;13.0;4;Phone;5;Divorced;9;1;3.0;149.04.00;1
10.0;11.0;5;Laptop & Accessory;4;Married;4;0;4.0;180.07.00;0
9.0;9.0;4;Laptop & Accessory;5;Married;4;0;1.0;175.93;0
8.0;18.0;4;Mobile;5;Divorced;2;0;0.0;12.033.000.000.000.000;1
8.0;9.0;5;Others;5;Married;10;0;1.0;315.38.00;0
13.0;11.0;4;Mobile;1;Single;1;1;3.0;12.341.999.999.999.900;0
11.0;11.0;3;Mobile;3;Married;3;1;7.0;12.655.000.000.000.000;1
18.0;19.0;1;Grocery;3;Single;7;1;8.0;236.95;1
10.0;12.0;2;Laptop & Accessory;5;Married;5;1;7.0;159.74;0
8.0;16.0;3;Phone;1;Married;2;0;2.0;139.17.00;0
1.0;9.0;4;Phone;4;Single;3;0;1.0;138.93;1
8.0;7.0;4;Fashion;1;Single;3;0;3.0;223.88;0
6.0;8.0;5;Phone;4;Married;2;0;3.0;147.69;0
1.0;11.0;4;Laptop & Accessory;3;Single;2;0;3.0;147.72;0
9.0;14.0;4;Fashion;5;Single;2;0;9.0;175.87;0
3.0;11.0;3;Laptop & Accessory;3;Married;8;1;2.0;147.36.00;0
8.0;6.0;3;Laptop & Accessory;3;Divorced;3;0;2.0;167.55.00;0
8.0;9.0;4;Fashion;3;Married;3;1;4.0;179.69;0
23.0;8.0;3;Grocery;5;Married;2;0;7.0;279.24.00;0
6.0;6.0;4;Laptop & Accessory;1;Single;1;0;4.0;169.49.00;0
13.0;10.0;5;Laptop & Accessory;3;Married;2;0;8.0;155.69;0
14.0;8.0;3;Grocery;5;Married;8;0;8.0;265.95;0
0.0;11.0;4;Mobile;2;Single;2;0;0.0;12.563.999.999.999.900;1
8.0;11.0;4;Grocery;3;Divorced;5;1;6.0;264.73;0
6.0;7.0;4;Laptop & Accessory;5;Married;6;0;3.0;165.87;0
8.0;6.0;4;Mobile;3;Married;7;0;7.0;12.258.000.000.000.000;0
1.0;12.0;4;Phone;3;Single;3;1;1.0;153.51.00;1
6.0;21.0;3;Laptop & Accessory;1;Married;1;1;1.0;148.78;0
8.0;19.0;3;Mobile;3;Divorced;2;0;6.0;12.096.000.000.000.000;0
0.0;11.0;4;Phone;5;Married;2;0;7.0;140.66;0
1.0;22.0;4;Phone;1;Single;3;0;1.0;153.71;0
1.0;10.0;5;Phone;3;Single;3;0;1.0;157.03.00;0
8.0;7.0;5;Others;3;Divorced;2;0;10.0;324.99;0
8.0;11.0;4;Laptop & Accessory;3;Single;5;0;4.0;173.69;0
0.0;11.0;3;Laptop & Accessory;3;Divorced;1;1;2.0;146.14.00;1
2.0;11.0;3;Laptop & Accessory;3;Married;5;0;1.0;143.35.00;0
6.0;20.0;5;Phone;4;Divorced;3;0;3.0;152.43.00;0
6.0;13.0;3;Fashion;3;Married;1;0;3.0;21.691.000.000.000.000;0
1.0;15.0;5;Phone;3;Single;3;1;3.0;164.89;1
19.0;6.0;3;Fashion;5;Married;8;0;3.0;193.96;0
1.0;16.0;5;Phone;3;Married;2;1;1.0;158.88;1
21.0;11.0;4;Others;3;Married;5;0;1.0;321.58.00;0
21.0;9.0;4;Laptop & Accessory;2;Married;7;0;5.0;175.07.00;0
7.0;14.0;1;Laptop & Accessory;3;Married;3;0;2.0;144.04.00;0
8.0;11.0;4;Mobile;5;Married;1;0;0.0;12.296.000.000.000.000;0
15.0;13.0;4;Fashion;1;Single;5;1;1.0;260.91;0
20.0;9.0;3;Grocery;3;Married;10;1;13.0;237.07.00;0
8.0;22.0;3;Laptop & Accessory;5;Single;9;0;2.0;154.05.00;0
6.0;11.0;3;Laptop & Accessory;3;Married;2;1;7.0;152.07.00;0
0.0;15.0;3;Mobile;3;Married;2;0;2.0;12.741.999.999.999.900;1
8.0;8.0;5;Others;4;Single;3;1;11.0;288.24.00;1
5.0;11.0;3;Phone;3;Single;10;0;7.0;140.25.00;0
1.0;8.0;6;Laptop & Accessory;4;Single;8;0;1.0;192.35.00;1
8.0;7.0;5;Phone;1;Married;3;1;4.0;161.22.00;0
19.0;10.0;4;Others;4;Divorced;3;0;8.0;287.89;0
0.0;6.0;3;Phone;1;Married;10;1;2.0;147.87;1
0.0;11.0;3;Mobile;1;Single;2;0;2.0;131.17.00;0
18.0;11.0;5;Laptop & Accessory;5;Single;2;1;4.0;157.69;0
15.0;11.0;3;Grocery;1;Single;3;0;0.0;259.92;0
1.0;22.0;1;Laptop & Accessory;5;Single;1;0;7.0;156.61;0
23.0;15.0;3;Others;3;Married;5;1;0.0;293.31.00;0
3.0;11.0;3;Laptop & Accessory;5;Divorced;1;0;2.0;199.57.00;0
14.0;12.0;3;Phone;5;Single;3;1;17.0;147.21.00;0
8.0;11.0;3;Grocery;2;Single;7;0;8.0;242.75;0
3.0;11.0;4;Phone;1;Married;3;0;11.0;163.12.00;0
8.0;22.0;3;Fashion;3;Divorced;5;1;0.0;176.32.00;0
0.0;11.0;4;Mobile;5;Single;8;0;0.0;12.561.000.000.000.000;1
8.0;7.0;6;Laptop & Accessory;3;Married;4;1;3.0;181.06.00;0
18.0;13.0;3;Fashion;5;Married;2;0;11.0;152.01.00;0
1.0;11.0;5;Fashion;5;Single;3;0;3.0;212.22.00;1
1.0;11.0;6;Fashion;2;Divorced;3;0;3.0;229.00.00;1
11.0;8.0;4;Fashion;3;Married;4;1;2.0;177.56.00;0
9.0;6.0;3;Laptop & Accessory;1;Single;5;0;0.0;166.53.00;0
10.0;22.0;4;Laptop & Accessory;3;Married;5;0;0.0;163.34.00;0
8.0;11.0;3;Grocery;4;Single;4;0;7.0;268.35.00;0
8.0;20.0;2;Laptop & Accessory;5;Married;3;0;4.0;169.05.00;0
0.0;15.0;3;Laptop & Accessory;5;Single;4;1;3.0;182.24.00;1
19.0;11.0;4;Laptop & Accessory;5;Married;6;1;4.0;175.06.00;0
12.0;12.0;3;Fashion;4;Single;5;0;2.0;183.76;0
20.0;10.0;2;Grocery;5;Married;4;0;9.0;257.25.00;0
8.0;11.0;4;Grocery;4;Single;5;0;8.0;293.35.00;0
13.0;18.0;3;Laptop & Accessory;5;Married;3;0;7.0;144.48.00;0
1.0;11.0;5;Laptop & Accessory;5;Married;3;0;4.0;167.56.00;0
13.0;6.0;3;Laptop & Accessory;3;Single;4;1;0.0;147.28.00;1
5.0;11.0;4;Laptop & Accessory;3;Married;3;0;3.0;166.97;0
23.0;17.0;3;Others;4;Single;4;0;4.0;299.26.00;0
0.0;6.0;4;Mobile;4;Single;2;0;0.0;128.36.00;0
20.0;9.0;4;Laptop & Accessory;2;Married;4;0;5.0;198.79;0
18.0;8.0;4;Phone;1;Single;8;1;3.0;149.36.00;0
12.0;15.0;3;Laptop & Accessory;4;Single;10;0;3.0;167.82;0
5.0;12.0;4;Phone;4;Married;3;0;3.0;152.89;0
7.0;8.0;4;Phone;5;Single;2;0;3.0;143.81;0
8.0;9.0;4;Fashion;4;Married;5;0;3.0;234.76;0
7.0;6.0;4;Laptop & Accessory;5;Single;1;0;9.0;153.43.00;0
4.0;11.0;4;Laptop & Accessory;1;Married;9;0;8.0;178.04.00;0
19.0;9.0;3;Grocery;3;Married;4;0;9.0;274.65;0
20.0;11.0;3;Fashion;3;Single;3;0;11.0;186.33.00;0
8.0;7.0;2;Grocery;2;Married;4;0;1.0;272.32.00;0
1.0;13.0;5;Phone;4;Married;3;0;4.0;148.68;0
7.0;7.0;5;Phone;3;Married;3;0;1.0;145.08.00;0
1.0;17.0;4;Grocery;5;Married;3;1;11.0;295.68;0
1.0;11.0;4;Phone;3;Married;3;0;8.0;154.42.00;0
5.0;9.0;6;Phone;2;Married;6;1;1.0;152.78;1
1.0;22.0;4;Laptop & Accessory;3;Married;9;0;1.0;173.34.00;1
8.0;13.0;3;Fashion;4;Single;8;0;0.0;204.45.00;0
18.0;11.0;4;Grocery;4;Single;2;0;6.0;267.04.00;0
20.0;10.0;4;Grocery;4;Divorced;10;0;2.0;291.06.00;0
11.0;11.0;3;Phone;5;Divorced;3;1;8.0;160.64;0
4.0;12.0;4;Mobile;3;Married;2;1;2.0;127.03.00;0
8.0;18.0;4;Mobile;5;Married;2;0;0.0;12.033.000.000.000.000;1
15.0;13.0;5;Laptop & Accessory;4;Single;8;1;3.0;185.32.00;0
17.0;6.0;3;Laptop & Accessory;5;Married;6;1;3.0;154.54.00;0
5.0;6.0;3;Laptop & Accessory;1;Married;2;1;8.0;161.62;0
0.0;6.0;5;Laptop & Accessory;4;Single;7;0;0.0;167.35.00;1
10.0;15.0;5;Phone;5;Married;2;0;4.0;148.42.00;0
7.0;21.0;3;Laptop & Accessory;5;Single;2;0;6.0;161.25.00;0
8.0;6.0;3;Mobile;3;Married;8;0;2.0;122.32.00;0
16.0;17.0;4;Grocery;5;Married;2;0;10.0;292.99;0
12.0;8.0;4;Laptop & Accessory;2;Divorced;9;0;4.0;152.04.00;0
7.0;9.0;4;Laptop & Accessory;4;Single;10;0;8.0;176.47.00;0
6.0;9.0;5;Laptop & Accessory;5;Single;6;0;5.0;146.76;0
1.0;11.0;4;Phone;3;Married;2;0;3.0;152.74;0
0.0;14.0;3;Fashion;3;Single;2;0;7.0;187.26.00;0
14.0;6.0;4;Others;3;Divorced;2;0;10.0;291.89;0
0.0;16.0;3;Laptop & Accessory;1;Single;2;0;2.0;146.84;0
8.0;13.0;1;Laptop & Accessory;2;Married;1;1;9.0;152.02.00;0
6.0;7.0;4;Fashion;1;Married;3;0;3.0;229.22.00;0
8.0;9.0;4;Phone;3;Married;2;0;0.0;112.81;0
7.0;17.0;4;Laptop & Accessory;3;Single;3;0;10.0;179.87;0
0.0;11.0;4;Fashion;5;Divorced;2;0;10.0;173.36.00;1
3.0;7.0;5;Grocery;2;Married;5;0;8.0;286.24.00;0
10.0;16.0;5;Laptop & Accessory;4;Married;4;1;3.0;213.47.00;0
8.0;22.0;3;Fashion;4;Divorced;1;0;9.0;180.02.00;0
5.0;10.0;4;Laptop & Accessory;3;Married;2;0;8.0;161.62;0
18.0;7.0;4;Phone;1;Married;6;1;3.0;156.95;0
11.0;9.0;3;Laptop & Accessory;1;Single;9;1;0.0;168.61;0
8.0;23.0;3;Mobile;4;Divorced;2;0;0.0;122.01.00;1
1.0;17.0;4;Phone;1;Married;2;0;2.0;146.45.00;0
7.0;11.0;5;Phone;3;Married;11;1;1.0;149.37.00;1
1.0;10.0;5;Phone;3;Married;3;1;2.0;150.66;0
1.0;7.0;5;Laptop & Accessory;3;Single;3;0;3.0;171.17.00;0
9.0;15.0;1;Mobile;4;Married;2;0;2.0;128.01.00;0
8.0;16.0;4;Fashion;2;Married;2;0;3.0;210.00.00;0
6.0;11.0;4;Mobile;3;Married;10;1;0.0;124.37.00;1
4.0;17.0;4;Fashion;3;Single;11;0;3.0;221.67;0
0.0;11.0;3;Mobile;5;Divorced;2;0;2.0;125.00.00;0
14.0;11.0;6;Fashion;5;Married;5;0;2.0;234.32.00;0
8.0;10.0;5;Grocery;5;Divorced;3;0;17.0;293.56.00;0
19.0;7.0;4;Phone;1;Married;5;0;3.0;147.07.00;0
3.0;8.0;4;Laptop & Accessory;1;Single;6;1;0.0;168.77;0
8.0;11.0;4;Grocery;5;Divorced;6;1;3.0;293.08.00;0
20.0;9.0;4;Fashion;1;Married;6;1;3.0;228.68;0
0.0;20.0;4;Phone;4;Married;2;1;2.0;137.43.00;1
0.0;23.0;3;Mobile;3;Married;1;1;0.0;127.41.00;1
11.0;11.0;4;Fashion;4;Single;3;1;10.0;201.42.00;0
14.0;8.0;4;Phone;4;Married;5;0;4.0;148.87;0
10.0;11.0;4;Laptop & Accessory;1;Single;4;0;10.0;202.79;0
2.0;16.0;4;Laptop & Accessory;3;Single;10;0;4.0;158.69;0
10.0;16.0;3;Phone;4;Married;2;0;7.0;139.36.00;0
6.0;16.0;1;Fashion;3;Married;1;1;8.0;183.08.00;0
0.0;15.0;3;Laptop & Accessory;1;Single;2;0;7.0;141.05.00;0
9.0;11.0;4;Laptop & Accessory;3;Married;4;0;8.0;193.83;0
8.0;6.0;3;Mobile;5;Married;5;0;2.0;121.94;0
1.0;21.0;4;Fashion;2;Single;2;1;8.0;200.53.00;1
6.0;11.0;4;Mobile;2;Divorced;2;0;2.0;129.11.00;0
2.0;13.0;3;Laptop & Accessory;2;Married;2;1;0.0;166.23.00;0
3.0;11.0;3;Fashion;4;Married;4;0;3.0;192.05.00;0
9.0;7.0;4;Fashion;3;Single;3;0;3.0;212.89;0
10.0;7.0;6;Fashion;5;Married;4;1;3.0;227.52.00;0
8.0;23.0;3;Laptop & Accessory;5;Divorced;4;1;7.0;189.66;0
10.0;10.0;4;Phone;1;Married;7;0;1.0;153.35.00;0
1.0;15.0;5;Phone;1;Married;8;0;3.0;146.08.00;1
8.0;9.0;3;Mobile;1;Married;5;0;4.0;120.97;0
8.0;9.0;5;Others;3;Single;3;1;13.0;315.68;0
11.0;10.0;4;Laptop & Accessory;4;Single;5;0;2.0;166.07.00;0
3.0;6.0;4;Laptop & Accessory;1;Married;2;1;0.0;151.26.00;0
1.0;11.0;4;Fashion;2;Divorced;3;0;10.0;201.39.00;1
0.0;16.0;4;Phone;3;Single;2;0;0.0;112.00.00;0
18.0;7.0;4;Phone;1;Single;8;1;3.0;149.36.00;0
7.0;11.0;4;Laptop & Accessory;4;Married;2;0;8.0;186.46.00;0
1.0;21.0;4;Phone;5;Divorced;3;1;9.0;147.35.00;0
5.0;11.0;4;Laptop & Accessory;3;Divorced;3;0;1.0;194.32.00;0
8.0;11.0;3;Mobile;2;Single;2;0;7.0;121.53.00;0
7.0;12.0;4;Laptop & Accessory;1;Married;8;0;3.0;224.98;0
11.0;13.0;3;Laptop & Accessory;5;Married;6;1;8.0;184.74;0
15.0;8.0;5;Others;1;Married;2;0;9.0;298.45.00;1
13.0;11.0;4;Fashion;5;Married;6;1;12.0;204.75;0
4.0;11.0;4;Laptop & Accessory;2;Divorced;1;0;8.0;155.82;0
8.0;9.0;3;Mobile;4;Married;4;1;3.0;12.277.000.000.000.000;0
7.0;13.0;4;Laptop & Accessory;2;Married;5;0;8.0;202.25.00;0
15.0;8.0;3;Others;3;Married;6;0;14.0;288.08.00;0
13.0;16.0;4;Laptop & Accessory;5;Married;3;0;10.0;176.51.00;0
9.0;9.0;1;Laptop & Accessory;5;Married;7;0;4.0;168.42.00;0
16.0;15.0;4;Others;1;Married;3;0;10.0;309.03.00;0
12.0;17.0;4;Laptop & Accessory;1;Married;3;0;10.0;178.43.00;0
4.0;11.0;3;Mobile;4;Single;2;0;0.0;12.500.999.999.999.900;0
0.0;10.0;4;Mobile;2;Divorced;1;0;4.0;131.62;0
5.0;19.0;4;Others;3;Divorced;3;0;9.0;320.45.00;1
2.0;11.0;5;Laptop & Accessory;3;Married;9;0;6.0;163.84;0
15.0;11.0;5;Laptop & Accessory;1;Single;5;0;0.0;142.72;0
0.0;11.0;3;Phone;1;Married;4;0;2.0;136.69;0
8.0;14.0;4;Fashion;4;Single;9;0;3.0;229.45.00;0
8.0;8.0;5;Fashion;3;Married;3;1;7.0;195.83;0
14.0;19.0;4;Laptop & Accessory;5;Married;4;0;8.0;169.48.00;0
0.0;11.0;1;Mobile;1;Single;2;1;1.0;129.94;0
11.0;8.0;3;Laptop & Accessory;5;Married;4;0;7.0;168.93;0
9.0;11.0;5;Phone;1;Married;3;0;3.0;148.76;0
4.0;13.0;3;Laptop & Accessory;5;Married;2;0;12.0;143.06.00;0
8.0;6.0;4;Mobile;4;Single;2;1;2.0;12.174.000.000.000.000;1
1.0;15.0;6;Phone;3;Married;3;0;3.0;171.21.00;0
9.0;13.0;6;Laptop & Accessory;1;Single;3;0;9.0;191.46.00;0
8.0;14.0;4;Phone;4;Single;2;0;0.0;11.261.000.000.000.000;1
8.0;11.0;1;Mobile;4;Married;1;0;3.0;12.425.999.999.999.900;0
14.0;16.0;5;Laptop & Accessory;2;Divorced;11;0;3.0;173.76;0
9.0;17.0;3;Fashion;1;Married;1;0;8.0;197.38.00;0
22.0;11.0;4;Others;3;Married;2;1;9.0;295.02.00;0
15.0;17.0;4;Laptop & Accessory;2;Single;9;0;11.0;187.03.00;0
19.0;11.0;3;Laptop & Accessory;4;Married;2;1;2.0;150.21.00;0
22.0;14.0;4;Laptop & Accessory;5;Married;6;0;3.0;179.86;0
2.0;8.0;6;Laptop & Accessory;1;Married;2;0;6.0;191.74;0
23.0;11.0;3;Grocery;5;Divorced;5;1;2.0;268.08.00;0
9.0;9.0;3;Laptop & Accessory;4;Single;4;1;1.0;192.78;0
11.0;13.0;4;Laptop & Accessory;2;Single;1;0;5.0;140.28.00;0
1.0;16.0;4;Laptop & Accessory;5;Single;2;1;4.0;207.24.00;1
0.0;21.0;3;Fashion;3;Married;8;1;7.0;23.610.000.000.000.000;1
7.0;7.0;3;Laptop & Accessory;1;Married;10;0;1.0;154.84;0
8.0;11.0;4;Phone;1;Married;2;0;3.0;167.58.00;0
10.0;17.0;5;Laptop & Accessory;3;Married;3;1;8.0;181.73;0
7.0;11.0;4;Laptop & Accessory;3;Married;2;0;7.0;167.12.00;0
13.0;22.0;4;Laptop & Accessory;3;Single;7;0;0.0;150.94;0
7.0;12.0;4;Laptop & Accessory;2;Divorced;8;0;3.0;224.98;0
3.0;6.0;5;Phone;3;Divorced;4;0;2.0;138.33.00;0
23.0;6.0;3;Others;2;Married;4;0;6.0;295.17.00;0
2.0;7.0;5;Laptop & Accessory;1;Married;3;1;8.0;193.34.00;0
15.0;11.0;3;Fashion;5;Divorced;4;1;0.0;23.191.000.000.000.000;0
0.0;11.0;3;Mobile;1;Single;2;1;1.0;12.794.999.999.999.900;1
0.0;11.0;3;Mobile;5;Single;2;0;0.0;12.552.000.000.000.000;0
1.0;16.0;4;Phone;5;Married;3;0;3.0;150.00.00;0
0.0;8.0;5;Laptop & Accessory;1;Single;4;0;0.0;150.71;0
15.0;17.0;6;Laptop & Accessory;4;Single;3;0;10.0;186.51.00;0
3.0;16.0;2;Phone;3;Married;8;0;1.0;149.51.00;0
16.0;16.0;5;Others;1;Single;10;0;2.0;321.13.00;0
0.0;11.0;3;Mobile;3;Married;2;0;0.0;12.377.000.000.000.000;1
8.0;13.0;4;Mobile;4;Married;2;0;1.0;121.41.00;0
4.0;16.0;3;Laptop & Accessory;1;Married;3;1;4.0;165.83;0
8.0;19.0;3;Mobile;4;Married;5;0;4.0;121.43.00;0
9.0;13.0;3;Phone;1;Single;3;0;1.0;146.78;0
12.0;11.0;5;Fashion;3;Single;2;0;3.0;220.26.00;0
17.0;16.0;4;Laptop & Accessory;3;Married;5;1;8.0;181.79;0
3.0;10.0;4;Phone;5;Single;3;1;6.0;172.23.00;0
2.0;14.0;4;Laptop & Accessory;2;Divorced;2;1;2.0;150.56.00;0
7.0;16.0;3;Phone;3;Married;2;1;0.0;138.15.00;0
16.0;11.0;3;Mobile;3;Single;5;0;2.0;124.38.00;0
7.0;9.0;3;Laptop & Accessory;2;Single;1;0;4.0;177.56.00;0
10.0;8.0;5;Laptop & Accessory;3;Married;2;0;3.0;168.74;0
8.0;17.0;3;Mobile;5;Married;1;0;4.0;12.099.000.000.000.000;0
18.0;6.0;2;Others;2;Divorced;1;0;7.0;292.02.00;0
8.0;6.0;4;Mobile;5;Divorced;2;0;2.0;122.18.00;0
18.0;7.0;4;Laptop & Accessory;1;Married;6;1;3.0;182.43.00;0
0.0;11.0;3;Mobile;3;Single;2;1;2.0;134.41.00;1
13.0;13.0;4;Fashion;4;Single;6;0;3.0;208.76;0
4.0;23.0;4;Laptop & Accessory;3;Divorced;10;0;3.0;178.01.00;0
8.0;10.0;3;Mobile;2;Single;19;1;0.0;122.85;1
3.0;17.0;4;Phone;4;Married;3;0;3.0;147.97;0
1.0;11.0;2;Phone;1;Single;3;0;3.0;151.78;0
15.0;9.0;4;Grocery;4;Single;3;0;5.0;285.15.00;0
8.0;11.0;4;Grocery;4;Married;6;1;10.0;259.02.00;0
21.0;23.0;2;Laptop & Accessory;3;Married;3;1;8.0;175.67;0
13.0;19.0;4;Laptop & Accessory;4;Married;6;0;1.0;177.95;0
10.0;11.0;3;Laptop & Accessory;2;Married;8;0;4.0;163.47.00;0
14.0;11.0;3;Laptop & Accessory;5;Married;3;0;0.0;130.72;0
